image_path,label
food11/train/apple_pie/2853890.jpg,0
food11/train/apple_pie/2968812.jpg,0
food11/train/apple_pie/535444.jpg,0
food11/train/apple_pie/1579622.jpg,0
food11/train/apple_pie/3134347.jpg,0
food11/train/apple_pie/3314985.jpg,0
food11/train/apple_pie/2133067.jpg,0
food11/train/apple_pie/2047916.jpg,0
food11/train/apple_pie/1510125.jpg,0
food11/train/apple_pie/2740775.jpg,0
food11/train/apple_pie/2600379.jpg,0
food11/train/apple_pie/1420227.jpg,0
food11/train/apple_pie/1847621.jpg,0
food11/train/apple_pie/3670548.jpg,0
food11/train/apple_pie/2766017.jpg,0
food11/train/apple_pie/2517642.jpg,0
food11/train/apple_pie/1088809.jpg,0
food11/train/apple_pie/1214326.jpg,0
food11/train/apple_pie/1246460.jpg,0
food11/train/apple_pie/2440054.jpg,0
food11/train/apple_pie/1174330.jpg,0
food11/train/apple_pie/1284682.jpg,0
food11/train/apple_pie/739615.jpg,0
food11/train/apple_pie/2839283.jpg,0
food11/train/apple_pie/3917257.jpg,0
food11/train/apple_pie/2596943.jpg,0
food11/train/apple_pie/1486972.jpg,0
food11/train/apple_pie/3065929.jpg,0
food11/train/apple_pie/1112300.jpg,0
food11/train/apple_pie/3116086.jpg,0
food11/train/apple_pie/2806926.jpg,0
food11/train/apple_pie/2582077.jpg,0
food11/train/apple_pie/939768.jpg,0
food11/train/apple_pie/2767057.jpg,0
food11/train/apple_pie/3603821.jpg,0
food11/train/apple_pie/1617793.jpg,0
food11/train/apple_pie/885848.jpg,0
food11/train/apple_pie/2132230.jpg,0
food11/train/apple_pie/2518174.jpg,0
food11/train/apple_pie/934503.jpg,0
food11/train/apple_pie/3198655.jpg,0
food11/train/apple_pie/984571.jpg,0
food11/train/apple_pie/3327221.jpg,0
food11/train/apple_pie/523810.jpg,0
food11/train/apple_pie/1919827.jpg,0
food11/train/apple_pie/904832.jpg,0
food11/train/apple_pie/2601847.jpg,0
food11/train/apple_pie/1815947.jpg,0
food11/train/apple_pie/1774036.jpg,0
food11/train/apple_pie/3279836.jpg,0
food11/train/apple_pie/3825794.jpg,0
food11/train/apple_pie/2989031.jpg,0
food11/train/apple_pie/1889575.jpg,0
food11/train/apple_pie/2961406.jpg,0
food11/train/apple_pie/3177727.jpg,0
food11/train/apple_pie/2239083.jpg,0
food11/train/apple_pie/3318370.jpg,0
food11/train/apple_pie/1077610.jpg,0
food11/train/apple_pie/3037459.jpg,0
food11/train/apple_pie/2023705.jpg,0
food11/train/apple_pie/2929330.jpg,0
food11/train/apple_pie/934113.jpg,0
food11/train/apple_pie/2663191.jpg,0
food11/train/apple_pie/2761976.jpg,0
food11/train/apple_pie/750073.jpg,0
food11/train/apple_pie/1185445.jpg,0
food11/train/apple_pie/1450514.jpg,0
